time,ffco2_GL,ffco2_NH,ffco2_SH,ffco2_NHex,ffco2_TR,ffco2_SHex
10/15/11,2.93E+12,2.73E+12,1.97E+11,2.00E+12,8.66E+11,51360171340
11/15/11,3.01E+12,2.83E+12,1.81E+11,2.11E+12,8.55E+11,44951864900
12/15/11,3.26E+12,3.08E+12,1.80E+11,2.31E+12,8.98E+11,42393559440
1/15/12,3.38E+12,3.20E+12,1.79E+11,2.38E+12,9.46E+11,40138274150
2/15/12,3.04E+12,2.87E+12,1.74E+11,2.12E+12,8.72E+11,40537853000
3/15/12,3.11E+12,2.91E+12,1.94E+11,2.13E+12,9.18E+11,47642054950
4/15/12,2.84E+12,2.65E+12,1.95E+11,1.91E+12,8.70E+11,50146785260
5/15/12,2.73E+12,2.52E+12,2.10E+11,1.79E+12,8.79E+11,56462038250
6/15/12,2.48E+12,2.27E+12,2.10E+11,1.58E+12,8.33E+11,58050393060
7/15/12,2.46E+12,2.24E+12,2.21E+11,1.54E+12,8.52E+11,61791348050
8/15/12,2.60E+12,2.39E+12,2.16E+11,1.67E+12,8.67E+11,59021534150
9/15/12,2.69E+12,2.49E+12,2.01E+11,1.77E+12,8.55E+11,53563316660
10/15/12,2.97E+12,2.76E+12,2.01E+11,2.00E+12,9.04E+11,51540636050
11/15/12,3.05E+12,2.87E+12,1.85E+11,2.11E+12,8.92E+11,45105388060
12/15/12,3.30E+12,3.12E+12,1.84E+11,2.31E+12,9.37E+11,42588867350
1/15/13,3.41E+12,3.23E+12,1.74E+11,2.40E+12,9.59E+11,39782867740
2/15/13,2.96E+12,2.80E+12,1.63E+11,2.06E+12,8.54E+11,38757069250
3/15/13,3.14E+12,2.95E+12,1.89E+11,2.15E+12,9.31E+11,47232485840
4/15/13,2.87E+12,2.68E+12,1.90E+11,1.93E+12,8.82E+11,49699532700
5/15/13,2.76E+12,2.56E+12,2.05E+11,1.81E+12,8.91E+11,56004491740
6/15/13,2.50E+12,2.30E+12,2.05E+11,1.59E+12,8.44E+11,57531262500
7/15/13,2.49E+12,2.27E+12,2.16E+11,1.55E+12,8.63E+11,61237278540
8/15/13,2.63E+12,2.42E+12,2.10E+11,1.68E+12,8.79E+11,58531590140
9/15/13,2.72E+12,2.52E+12,1.96E+11,1.79E+12,8.67E+11,53187476300
10/15/13,2.99E+12,2.80E+12,1.96E+11,2.02E+12,9.16E+11,51062811140
11/15/13,3.08E+12,2.90E+12,1.80E+11,2.12E+12,9.05E+11,44716974000
12/15/13,3.33E+12,3.15E+12,1.79E+11,2.33E+12,9.51E+11,42164173840
1/15/14,3.42E+12,3.24E+12,1.78E+11,2.38E+12,9.88E+11,39742326000
2/15/14,2.98E+12,2.81E+12,1.66E+11,2.05E+12,8.80E+11,38710708600
3/15/14,3.15E+12,2.96E+12,1.92E+11,2.14E+12,9.60E+11,47167000800
4/15/14,2.89E+12,2.69E+12,1.93E+11,1.92E+12,9.10E+11,49662558800
5/15/14,2.78E+12,2.57E+12,2.09E+11,1.80E+12,9.20E+11,55903288400
6/15/14,2.52E+12,2.32E+12,2.08E+11,1.59E+12,8.72E+11,57428815500
7/15/14,2.51E+12,2.29E+12,2.19E+11,1.55E+12,8.92E+11,61115913200
8/15/14,2.65E+12,2.44E+12,2.14E+11,1.68E+12,9.08E+11,58372935200
9/15/14,2.74E+12,2.54E+12,2.00E+11,1.78E+12,8.95E+11,53057037900
10/15/14,3.01E+12,2.81E+12,1.99E+11,2.01E+12,9.45E+11,50961116000
11/15/14,3.10E+12,2.91E+12,1.84E+11,2.11E+12,9.33E+11,44693409800
12/15/14,3.35E+12,3.16E+12,1.82E+11,2.31E+12,9.80E+11,42128939500
1/15/15,3.42E+12,3.23E+12,1.84E+11,2.36E+12,1.00E+12,40583252300
2/15/15,2.97E+12,2.80E+12,1.72E+11,2.03E+12,8.93E+11,39555296400
3/15/15,3.15E+12,2.95E+12,1.99E+11,2.12E+12,9.75E+11,48152076600
4/15/15,2.88E+12,2.68E+12,2.00E+11,1.90E+12,9.24E+11,50721810700
5/15/15,2.78E+12,2.57E+12,2.15E+11,1.78E+12,9.34E+11,57157296800
6/15/15,2.52E+12,2.31E+12,2.15E+11,1.57E+12,8.85E+11,58738472000
7/15/15,2.51E+12,2.28E+12,2.26E+11,1.53E+12,9.06E+11,62516692900
8/15/15,2.65E+12,2.43E+12,2.21E+11,1.66E+12,9.22E+11,59732171900
9/15/15,2.74E+12,2.53E+12,2.06E+11,1.76E+12,9.09E+11,54301976900
10/15/15,3.01E+12,2.80E+12,2.06E+11,1.99E+12,9.60E+11,52207834500
11/15/15,3.09E+12,2.90E+12,1.90E+11,2.09E+12,9.47E+11,45702189800
12/15/15,3.34E+12,3.15E+12,1.89E+11,2.29E+12,9.94E+11,43078509900
1/15/16,3.42E+12,3.24E+12,1.87E+11,2.35E+12,1.02E+12,41045256800
2/15/16,3.09E+12,2.90E+12,1.81E+11,2.09E+12,9.40E+11,41402457500
3/15/16,3.16E+12,2.96E+12,2.02E+11,2.11E+12,9.91E+11,48743022400
4/15/16,2.89E+12,2.69E+12,2.03E+11,1.89E+12,9.40E+11,51402791240
5/15/16,2.79E+12,2.57E+12,2.19E+11,1.77E+12,9.51E+11,57865301700
6/15/16,2.53E+12,2.31E+12,2.18E+11,1.56E+12,9.02E+11,59471897340
7/15/16,2.52E+12,2.29E+12,2.30E+11,1.52E+12,9.23E+11,63271901700
8/15/16,2.66E+12,2.43E+12,2.24E+11,1.65E+12,9.38E+11,60423416100
9/15/16,2.74E+12,2.53E+12,2.09E+11,1.75E+12,9.25E+11,54879141140
10/15/16,3.02E+12,2.81E+12,2.09E+11,1.98E+12,9.76E+11,52751662700
11/15/16,3.10E+12,2.91E+12,1.93E+11,2.08E+12,9.63E+11,46159225940
12/15/16,3.35E+12,3.16E+12,1.92E+11,2.28E+12,1.01E+12,43538842700
1/15/17,3.47E+12,3.28E+12,1.90E+11,2.38E+12,1.04E+12,41396822100
2/15/17,3.02E+12,2.84E+12,1.77E+11,2.05E+12,9.25E+11,40280445400
3/15/17,3.20E+12,3.00E+12,2.05E+11,2.13E+12,1.01E+12,49101373200
4/15/17,2.93E+12,2.73E+12,2.05E+11,1.91E+12,9.58E+11,51711993300
5/15/17,2.83E+12,2.61E+12,2.21E+11,1.79E+12,9.69E+11,58260594900
6/15/17,2.57E+12,2.35E+12,2.21E+11,1.58E+12,9.19E+11,59869609800
7/15/17,2.56E+12,2.32E+12,2.32E+11,1.54E+12,9.41E+11,63683335200
8/15/17,2.70E+12,2.47E+12,2.27E+11,1.67E+12,9.56E+11,60846856500
9/15/17,2.78E+12,2.57E+12,2.12E+11,1.78E+12,9.43E+11,55290342900
10/15/17,3.06E+12,2.85E+12,2.12E+11,2.00E+12,9.95E+11,53138680500
11/15/17,3.15E+12,2.95E+12,1.96E+11,2.11E+12,9.81E+11,46518212200
12/15/17,3.40E+12,3.20E+12,1.95E+11,2.31E+12,1.03E+12,43866708000
1/15/18,3.55E+12,3.36E+12,1.94E+11,2.43E+12,1.07E+12,41471877700
2/15/18,3.09E+12,2.91E+12,1.81E+11,2.09E+12,9.52E+11,40340434350
3/15/18,3.28E+12,3.07E+12,2.09E+11,2.18E+12,1.04E+12,49194137300
4/15/18,3.00E+12,2.79E+12,2.10E+11,1.95E+12,9.87E+11,51796340800
5/15/18,2.90E+12,2.67E+12,2.26E+11,1.83E+12,9.98E+11,58342831300
6/15/18,2.63E+12,2.40E+12,2.25E+11,1.61E+12,9.46E+11,59977033000
7/15/18,2.62E+12,2.38E+12,2.37E+11,1.58E+12,9.69E+11,63801154800
8/15/18,2.76E+12,2.53E+12,2.31E+11,1.71E+12,9.85E+11,60945713800
9/15/18,2.85E+12,2.63E+12,2.16E+11,1.81E+12,9.70E+11,55357793100
10/15/18,3.13E+12,2.92E+12,2.16E+11,2.05E+12,1.02E+12,53248772400
11/15/18,3.22E+12,3.02E+12,2.00E+11,2.15E+12,1.01E+12,46614285500
12/15/18,3.47E+12,3.28E+12,1.99E+11,2.36E+12,1.06E+12,43958314800
1/15/19,3.56E+12,3.36E+12,1.99E+11,2.41E+12,1.09E+12,42215489700
2/15/19,3.09E+12,2.91E+12,1.85E+11,2.07E+12,9.69E+11,41025943350
3/15/19,3.28E+12,3.07E+12,2.14E+11,2.16E+12,1.06E+12,49983181300
4/15/19,3.01E+12,2.79E+12,2.14E+11,1.94E+12,1.00E+12,52615053800
5/15/19,2.90E+12,2.67E+12,2.31E+11,1.82E+12,1.02E+12,59254473300
6/15/19,2.64E+12,2.41E+12,2.30E+11,1.60E+12,9.63E+11,60878372000
7/15/19,2.62E+12,2.38E+12,2.42E+11,1.56E+12,9.87E+11,64740590800
8/15/19,2.77E+12,2.53E+12,2.37E+11,1.69E+12,1.00E+12,61918418800
9/15/19,2.85E+12,2.63E+12,2.21E+11,1.80E+12,9.88E+11,56288840100
10/15/19,3.14E+12,2.92E+12,2.22E+11,2.03E+12,1.04E+12,54100078400
11/15/19,3.22E+12,3.02E+12,2.05E+11,2.14E+12,1.03E+12,47354081500
12/15/19,3.48E+12,3.27E+12,2.04E+11,2.34E+12,1.08E+12,44689108800
