Date,unc
1977-10,0.002727285180348923
1977-11,0.004328166464269062
1977-12,0.0075996982332879005
1978-01,0.006436640588591786
1978-02,0.0046202111461421955
1978-03,0.0032980600071565954
1978-04,0.0028736356192721854
1978-05,0.004183124507723236
1978-06,0.004963665552516731
1978-07,0.005760320897971751
1978-08,0.0061264834047443754
1978-09,0.003659610954247737
1978-10,0.0026348748528560724
1978-11,0.004837623573014697
1978-12,0.008058521438803673
1979-01,0.00668492397460471
1979-02,0.004991655771289627
1979-03,0.0031755025544396207
1979-04,0.003359167279737512
1979-05,0.005313251178192903
1979-06,0.007071789672841428
1979-07,0.00827057492666848
1979-08,0.006737142264362362
1979-09,0.003988218065479175
1979-10,0.0027081145938219753
1979-11,0.004297745711305493
1979-12,0.006990998594657395
1980-01,0.0062388261884854445
1980-02,0.004561945219903356
1980-03,0.003307619581041555
1980-04,0.002803609437492047
1980-05,0.003921491695817074
1980-06,0.005848115581727415
1980-07,0.006429433571863223
1980-08,0.006082153269543308
1980-09,0.003754033486092472
1980-10,0.002678952129286592
1980-11,0.004820498712255875
1980-12,0.007626849919041848
1981-01,0.007682467076740282
1981-02,0.0048122822299137245
1981-03,0.003214115858790119
1981-04,0.0028814443094928492
1981-05,0.0044462335544672524
1981-06,0.005815998623076894
1981-07,0.005941134204128399
1981-08,0.00555301645682897
1981-09,0.0034308888986468765
1981-10,0.0028073728705210886
1981-11,0.00393347649790966
1981-12,0.007471285345234599
1982-01,0.00639530213655493
1982-02,0.004843215087185962
1982-03,0.0030931477458582554
1982-04,0.003340261720227783
1982-05,0.004267909956220066
1982-06,0.005776167032438579
1982-07,0.007228998760961581
1982-08,0.006471327419307555
1982-09,0.004082280323245561
1982-10,0.0024764547032928527
1982-11,0.004133954229386696
1982-12,0.006039365356029196
1983-01,0.005848343459874879
1983-02,0.0050864882965778735
1983-03,0.0033468867504958272
1983-04,0.0030670364166204287
1983-05,0.004751810471425564
1983-06,0.006201679528516409
1983-07,0.007608636152313167
1983-08,0.0068671816803995
1983-09,0.0036061067530251826
1983-10,0.0025399565709788973
1983-11,0.0036518492385222232
1983-12,0.008280797594667022
1984-01,0.006727667905195944
1984-02,0.005228810062519757
1984-03,0.0030783190213714592
1984-04,0.0026938309298677235
1984-05,0.004169917993588368
1984-06,0.0060964669075968545
1984-07,0.007305929866201703
1984-08,0.006250560820020199
1984-09,0.0032678991889832296
1984-10,0.002733439735373267
1984-11,0.00480497406453569
1984-12,0.00684866973363173
1985-01,0.006534128055135731
1985-02,0.005482546017243564
1985-03,0.0030332262987393553
1985-04,0.003000683555142985
1985-05,0.004697725083289913
1985-06,0.0058882998888771625
1985-07,0.008027087776379522
1985-08,0.0068140968041294535
1985-09,0.004636731194350043
1985-10,0.002575403807730284
1985-11,0.0048050963625724495
1985-12,0.00770543546868506
1986-01,0.008162056891487246
1986-02,0.004701505523378085
1986-03,0.0038157435342608395
1986-04,0.0029526874636011
1986-05,0.004134983931643282
1986-06,0.006128397538192198
1986-07,0.0070459939344542895
1986-08,0.006283352450642774
1986-09,0.003860293204068102
1986-10,0.0025656477117899576
1986-11,0.004324682548616659
1986-12,0.007948513538973866
1987-01,0.00621424019389225
1987-02,0.0053698651039414905
1987-03,0.0030293842212305794
1987-04,0.003091980352956594
1987-05,0.00456851379018024
1987-06,0.0064877220650394795
1987-07,0.007023766026220899
1987-08,0.007075359061061959
1987-09,0.0037934070994494417
1987-10,0.0025350729604154644
1987-11,0.004203044063850329
1987-12,0.008456096178174353
1988-01,0.008404014028218929
1988-02,0.0063079974970425105
1988-03,0.003146630134095966
1988-04,0.002993634758113626
1988-05,0.0046173583855058055
1988-06,0.006386679860750678
1988-07,0.008013886901934553
1988-08,0.007075432647831619
1988-09,0.003853415815324075
1988-10,0.0029323553389915607
1988-11,0.005851821098197478
1988-12,0.010680532580562133
1989-01,0.0086824068537369
1989-02,0.005619525667516952
1989-03,0.003211285732827236
1989-04,0.003167750138407471
1989-05,0.006011378737158339
1989-06,0.007693389229010031
1989-07,0.008743380345656873
1989-08,0.0069767887872375185
1989-09,0.0036924569047521063
1989-10,0.002485131212670447
1989-11,0.0046974359264304235
1989-12,0.009334276754242081
1990-01,0.008479062133565432
1990-02,0.006222556266295201
1990-03,0.003282901800045117
1990-04,0.002967979782588455
1990-05,0.004396689735331001
1990-06,0.006232976294863459
1990-07,0.007298191401418775
1990-08,0.006872491605995495
1990-09,0.004183872824661761
1990-10,0.0024513064386184253
1990-11,0.004882959418923463
1990-12,0.010318076501126927
1991-01,0.010019783469121413
1991-02,0.005645690944024903
1991-03,0.003345755527472046
1991-04,0.0030308722737047186
1991-05,0.005022422573873795
1991-06,0.006250370359294404
1991-07,0.007408832359773394
1991-08,0.006812171284655348
1991-09,0.0036722410496254887
1991-10,0.0025362689322648933
1991-11,0.0037987923046945344
1991-12,0.007077546665794863
1992-01,0.008147689490131713
1992-02,0.005521666560462026
1992-03,0.003243347466143292
1992-04,0.003275454388454201
1992-05,0.004706278605488641
1992-06,0.006014295960889109
1992-07,0.0076579146951775414
1992-08,0.006429197181832093
1992-09,0.003450502071356179
1992-10,0.0025517576301231715
1992-11,0.005023376199050334
1992-12,0.00825035540268704
1993-01,0.007223099820614789
1993-02,0.005081244265391235
1993-03,0.0031061847104935907
1993-04,0.0030518968260784553
1993-05,0.005258482301713691
1993-06,0.00700069307285726
1993-07,0.008472346881998511
1993-08,0.007399308321131116
1993-09,0.004687365930836401
1993-10,0.002639793210642947
1993-11,0.00472560135597866
1993-12,0.008450827158952921
1994-01,0.008467350528884816
1994-02,0.0054478747387560165
1994-03,0.003237450697802555
1994-04,0.002917248881418589
1994-05,0.0045078258492539285
1994-06,0.005148424866106311
1994-07,0.007056342481978959
1994-08,0.007773983709114878
1994-09,0.003930438758216051
1994-10,0.0027512913741530886
1994-11,0.0052680869297692745
1994-12,0.008654840942329298
1995-01,0.008136795954442496
1995-02,0.005344032280420138
1995-03,0.0032886344441637187
1995-04,0.0033007221222551156
1995-05,0.005594544292844257
1995-06,0.006556850685165788
1995-07,0.0068692216246471136
1995-08,0.006565505123643693
1995-09,0.004497897681759083
1995-10,0.0025775757400416047
1995-11,0.004982993990082717
1995-12,0.011307164521391903
1996-01,0.008787474661590692
1996-02,0.005546279019096968
1996-03,0.0034141228690600686
1996-04,0.0031059886589367754
1996-05,0.00519321659514575
1996-06,0.006371868727138455
1996-07,0.008140247192792244
1996-08,0.006598308201541184
1996-09,0.0038118065730271293
1996-10,0.0028060729607997837
1996-11,0.004770400112202856
1996-12,0.011146829745530336
1997-01,0.009448547226728672
1997-02,0.005508838287665411
1997-03,0.003548045412362514
1997-04,0.003517444145245397
1997-05,0.0060280356671009614
1997-06,0.007229859129217127
1997-07,0.009812655940729234
1997-08,0.008463957648537159
1997-09,0.004497517851714086
1997-10,0.0025921515609739236
1997-11,0.0038746796061020156
1997-12,0.010574915051985188
1998-01,0.00877479260558109
1998-02,0.005361957326273769
1998-03,0.0032756061272548485
1998-04,0.0037619734136383636
1998-05,0.006121310392042415
1998-06,0.008284742933727836
1998-07,0.010157073596904879
1998-08,0.009064275102092121
1998-09,0.005044751218026819
1998-10,0.002718574502695911
1998-11,0.00452813548681744
1998-12,0.010246951177148921
1999-01,0.009460106432874989
1999-02,0.005723899454425078
1999-03,0.003538405054096817
1999-04,0.003341938817890296
1999-05,0.005403759519139517
1999-06,0.006680691047183547
1999-07,0.008055560218819
1999-08,0.007218967805132246
1999-09,0.004398111772209052
1999-10,0.0028128277707977073
1999-11,0.0046578269449593
1999-12,0.011858687031798043
2000-01,0.008537078811560787
2000-02,0.006339282027899959
2000-03,0.0032903769591848585
2000-04,0.003290557920349318
2000-05,0.00572958206894678
2000-06,0.006173521216828021
2000-07,0.007305355255552162
2000-08,0.006616406546275736
2000-09,0.003670464773140572
2000-10,0.0027054170738193333
2000-11,0.005581722048346687
2000-12,0.010534291906845576
2001-01,0.010521486408439057
2001-02,0.0066100985615431245
2001-03,0.0037380344875438416
2001-04,0.0032863620107933143
2001-05,0.005218624630259802
2001-06,0.006717388610508896
2001-07,0.008244193652850592
2001-08,0.007223088295990736
2001-09,0.004131211216600586
2001-10,0.0026405848951932464
2001-11,0.005606511208219433
2001-12,0.010444530563582195
2002-01,0.010340694677430328
2002-02,0.005733763729612344
2002-03,0.0034263565504241075
2002-04,0.003197483934184583
2002-05,0.004810639677173248
2002-06,0.006544462647533361
2002-07,0.008065506292965083
2002-08,0.007042077832986161
2002-09,0.0037114611221203946
2002-10,0.0027882370623684496
2002-11,0.006307502983925674
2002-12,0.010030835894339271
2003-01,0.00957534406827041
2003-02,0.006021393417896419
2003-03,0.0038410603287131377
2003-04,0.003554662630422875
2003-05,0.006009926340155737
2003-06,0.007075495903191349
2003-07,0.009461362338185845
2003-08,0.007706072047874372
2003-09,0.0040275781948130385
2003-10,0.0027915335643859665
2003-11,0.005567477720343159
2003-12,0.010294444106256143
2004-01,0.0106388482127425
2004-02,0.005685711168260607
2004-03,0.003639765191632161
2004-04,0.003694856790080871
2004-05,0.0060190048480308475
2004-06,0.0077364969136195115
2004-07,0.009207108641912008
2004-08,0.007214186994711822
2004-09,0.0042164313526466875
2004-10,0.0028876569988621004
2004-11,0.005543414163777271
2004-12,0.009652476483097805
2005-01,0.00980201402837039
2005-02,0.006347847695840172
2005-03,0.003933309681977631
2005-04,0.00382533829830254
2005-05,0.005593143641924447
2005-06,0.006814724954776403
2005-07,0.008459741443940657
2005-08,0.008561231296030765
2005-09,0.004264875993367783
2005-10,0.002816512824284458
2005-11,0.005470074338918945
2005-12,0.011618585126950149
2006-01,0.01265515015408189
2006-02,0.006871362698491776
2006-03,0.003997816925526693
2006-04,0.0037786654809204056
2006-05,0.006538116128009267
2006-06,0.008409777954683038
2006-07,0.010268816992829739
2006-08,0.007755391649620578
2006-09,0.005012887310022918
2006-10,0.002858622917661722
2006-11,0.0050374967461110556
2006-12,0.011109262077199224
2007-01,0.011070854675405625
2007-02,0.006169969759176048
2007-03,0.0038638248251128236
2007-04,0.003622750862891656
2007-05,0.00579647312018364
2007-06,0.007740408791688792
2007-07,0.007964687896445475
2007-08,0.00849995639910848
2007-09,0.004748868290295451
2007-10,0.002925535126082893
2007-11,0.006578406288686892
2007-12,0.010859908873384536
2008-01,0.011691510097209454
2008-02,0.006784543602561117
2008-03,0.0037518835093353826
2008-04,0.0038208434296063995
2008-05,0.006154630550772341
2008-06,0.008624450846371817
2008-07,0.009089449358229085
2008-08,0.00843409157705781
2008-09,0.004642547625751574
2008-10,0.0027810027347197723
2008-11,0.005320307880880206
2008-12,0.011232357198562498
2009-01,0.011138132384563466
2009-02,0.006733048053372844
2009-03,0.004043820439855079
2009-04,0.003726743852155862
2009-05,0.005769851953398839
2009-06,0.007513589513029147
2009-07,0.008452278476121339
2009-08,0.007180251143350869
2009-09,0.004728048067241912
2009-10,0.002951272989900196
2009-11,0.005980152020944641
2009-12,0.012119328349749752
2010-01,0.011387491351164354
2010-02,0.006512346410000357
2010-03,0.0039770376944312825
2010-04,0.003940505512132254
2010-05,0.007120007078489672
2010-06,0.00929477788773098
2010-07,0.010996497087549465
2010-08,0.008891079141530329
2010-09,0.004602737304343308
2010-10,0.002954004655895646
2010-11,0.006444644752993717
2010-12,0.011940041091946026
2011-01,0.013384410744986978
2011-02,0.007081321576239943
2011-03,0.004103054880876771
2011-04,0.003787410503579507
2011-05,0.006121056258606541
2011-06,0.007992640839712871
2011-07,0.008742446793791252
2011-08,0.007699877569131402
2011-09,0.004025269083857457
2011-10,0.003275599580668409
2011-11,0.006091034681960246
2011-12,0.013282420808274149
2012-01,0.010778041246373563
2012-02,0.006183349793065979
2012-03,0.003886081291904086
2012-04,0.004087520838172587
2012-05,0.006452109582885339
2012-06,0.00852835721771424
2012-07,0.010468229811575795
2012-08,0.008764497497608409
2012-09,0.004630340026388924
2012-10,0.002973023957593914
2012-11,0.007048027810784336
2012-12,0.010649973065811513
2013-01,0.011056877684033555
2013-02,0.006366694549998532
2013-03,0.003927463584156857
2013-04,0.003970823211049417
2013-05,0.006474418826312015
2013-06,0.008118736098583688
2013-07,0.009805665334258612
2013-08,0.00734352708220441
2013-09,0.004549447944637661
2013-10,0.0030103302940716233
2013-11,0.005359735037153972
2013-12,0.0117411695938478
2014-01,0.010748373978537402
2014-02,0.007050780610931142
2014-03,0.0037423690413296976
2014-04,0.004330844294239311
2014-05,0.006116196561692534
2014-06,0.00820130218217378
2014-07,0.009332804439103512
2014-08,0.00794468915771272
2014-09,0.00473253007103645
2014-10,0.003009648614979636
2014-11,0.005185082855840486
2014-12,0.011887887466361657
2015-01,0.00991508312339558
2015-02,0.006016948501898223
2015-03,0.0036849278629467602
2015-04,0.0042407671750555025
2015-05,0.006269523964373143
2015-06,0.008379760799825785
2015-07,0.010567548892449007
2015-08,0.008824158819427122
2015-09,0.00473037929629338
2015-10,0.003044609805550558
2015-11,0.005542868429900284
2015-12,0.013107432218800532
2016-01,0.011348958002877812
2016-02,0.005652665274698443
2016-03,0.0035256499281517356
2016-04,0.004255162359175821
2016-05,0.0061764028665792755
2016-06,0.008711874775079212
2016-07,0.009278868006303228
2016-08,0.007628836314061628
2016-09,0.004889148130768342
2016-10,0.0033586437566506654
2016-11,0.0077415802886590225
2016-12,0.014184971618224532
2017-01,0.010800838927271503
2017-02,0.007020901951022654
2017-03,0.004135790430691782
2017-04,0.004313695798659796
2017-05,0.007825410240633896
2017-06,0.009771055062658268
2017-07,0.01063495756014467
2017-08,0.008255380205839302
2017-09,0.004447514983474549
2017-10,0.003252233542770485
2017-11,0.00825909715994854
2017-12,0.012466463105936625
2018-01,0.012165756629278796
2018-02,0.00674580419074107
2018-03,0.004224361198867047
2018-04,0.00403145500740112
2018-05,0.0061664087917325736
2018-06,0.007852371969311236
2018-07,0.00984759069367518
2018-08,0.008032417406062625
2018-09,0.005607687157874153
2018-10,0.002958021098872711
2018-11,0.006339346335772654
2018-12,0.011343672945014264
2019-01,0.012285736530830552
2019-02,0.005971711098371186
2019-03,0.004355007947066383
2019-04,0.004172345651617373
2019-05,0.006364772651601611
2019-06,0.009450279626020719
2019-07,0.009472784346645283
2019-08,0.008552992905683452
2019-09,0.005399540254308168
2019-10,0.003017128018929938
2019-11,0.00788084725776982
2019-12,0.013462611223446448
