170001 0.092 0.092 -0.008 0.059 -0.054 0.156 0.093 -0.018 -0.092 0.019 0.210 0.549
170002 0.123 0.105 -0.063 0.100 -0.032 0.094 0.118 -0.027 -0.122 0.018 0.249 0.563
170003 0.132 0.078 -0.025 0.101 0.066 0.049 0.132 -0.036 -0.097 0.011 0.197 0.608
170004 0.119 0.008 -0.010 0.124 0.135 -0.006 0.154 -0.075 -0.036 -0.003 -0.034 0.377
170005 0.078 -0.111 0.073 -0.028 0.169 -0.142 0.090 -0.083 0.056 0.006 -0.378 -0.269
170006 -0.138 -0.214 0.079 -0.063 0.050 -0.229 -0.165 0.031 0.159 0.012 -0.464 -0.944
170007 -0.330 -0.102 -0.073 -0.102 0.092 -0.236 -0.373 0.208 0.130 0.011 -0.396 -1.171
170008 -0.267 0.021 -0.107 -0.126 -0.004 -0.170 -0.340 0.213 0.100 -0.003 -0.162 -0.845
170009 -0.135 0.034 -0.030 -0.098 -0.104 -0.050 -0.220 0.108 0.098 -0.013 -0.053 -0.463
170010 0.028 -0.059 0.027 -0.083 -0.146 0.078 0.063 -0.012 0.061 -0.033 0.026 -0.050
170011 0.122 0.007 0.049 0.049 -0.122 0.173 0.140 -0.056 -0.004 -0.029 0.150 0.478
170012 0.141 0.127 0.050 0.017 -0.169 0.188 0.131 -0.015 -0.062 -0.011 0.219 0.617
170101 0.140 0.141 -0.008 0.046 -0.121 0.253 0.117 0.015 -0.107 0.000 0.224 0.700
170102 0.121 0.124 -0.037 0.048 -0.022 0.189 0.103 -0.002 -0.109 0.013 0.191 0.617
170103 0.129 0.085 -0.014 0.057 0.086 0.140 0.120 -0.047 -0.116 -0.023 0.227 0.644
170104 0.117 -0.024 0.058 0.073 0.155 -0.023 0.136 -0.054 -0.025 -0.031 0.078 0.461
170105 0.038 -0.145 0.128 -0.040 0.123 -0.124 0.115 -0.044 0.074 -0.043 -0.298 -0.216
170106 -0.164 -0.156 0.103 -0.072 0.160 -0.233 -0.088 0.019 0.149 -0.016 -0.409 -0.706
170107 -0.311 -0.025 -0.041 -0.105 0.096 -0.249 -0.350 0.232 0.113 -0.001 -0.296 -0.937
170108 -0.272 0.063 -0.061 -0.070 -0.012 -0.194 -0.291 0.187 0.075 -0.001 -0.124 -0.700
170109 -0.168 0.019 -0.031 -0.054 -0.063 -0.086 -0.212 0.022 0.059 -0.019 -0.069 -0.603
170110 0.040 -0.020 0.021 -0.033 -0.061 0.051 0.079 -0.034 0.026 -0.001 0.075 0.142
170111 0.119 -0.003 0.045 0.026 -0.110 0.163 0.139 -0.079 -0.050 0.027 0.140 0.418
170112 0.134 0.083 0.016 0.007 -0.139 0.224 0.135 -0.032 -0.086 0.055 0.194 0.591
170201 0.127 0.139 0.018 0.062 -0.149 0.120 0.121 -0.011 -0.125 0.067 0.222 0.590
170202 0.110 0.114 -0.021 0.133 -0.027 0.104 0.105 -0.015 -0.135 0.032 0.176 0.574
170203 0.115 0.104 -0.042 0.096 0.064 0.098 0.113 -0.030 -0.112 -0.008 0.156 0.555
170204 0.103 -0.031 0.049 0.073 0.146 0.025 0.126 -0.046 -0.029 0.016 0.028 0.460
170205 0.077 -0.108 0.138 0.008 0.156 -0.115 0.146 -0.050 0.068 0.036 -0.183 0.173
170206 -0.117 -0.157 0.068 -0.047 0.169 -0.193 -0.059 0.023 0.160 0.043 -0.375 -0.486
170207 -0.302 -0.062 -0.033 -0.080 0.113 -0.233 -0.345 0.167 0.129 0.050 -0.272 -0.869
170208 -0.281 -0.023 -0.091 -0.061 0.010 -0.167 -0.331 0.129 0.074 0.043 -0.104 -0.801
170209 -0.137 -0.050 -0.050 -0.042 -0.015 -0.021 -0.196 0.037 0.065 0.041 -0.071 -0.437
170210 0.050 -0.012 0.037 -0.042 -0.049 0.084 0.071 -0.098 -0.034 0.041 0.056 0.104
170211 0.125 0.039 0.061 0.019 -0.117 0.161 0.141 -0.109 -0.049 0.049 0.197 0.517
170212 0.136 0.123 0.057 0.088 -0.149 0.181 0.136 -0.052 -0.054 0.052 0.247 0.766
170301 0.135 0.157 0.001 0.030 -0.157 0.217 0.125 -0.019 -0.085 0.056 0.236 0.694
170302 0.118 0.118 -0.036 0.059 -0.039 0.126 0.111 -0.022 -0.134 0.056 0.206 0.562
170303 0.127 0.099 -0.031 0.139 0.090 0.125 0.122 -0.036 -0.091 0.000 0.185 0.730
170304 0.113 -0.013 0.023 0.093 0.139 0.078 0.133 -0.050 -0.008 -0.031 0.047 0.524
170305 0.074 -0.192 0.088 -0.019 0.170 -0.047 0.124 -0.076 0.064 -0.032 -0.265 -0.110
170306 -0.135 -0.213 0.095 -0.088 0.147 -0.213 -0.053 0.057 0.182 -0.010 -0.433 -0.664
170307 -0.308 -0.121 -0.051 -0.085 0.134 -0.279 -0.350 0.169 0.132 -0.004 -0.339 -1.101
170308 -0.273 -0.038 -0.093 -0.107 0.033 -0.189 -0.291 0.211 0.077 -0.003 -0.164 -0.836
170309 -0.110 -0.001 -0.024 -0.073 -0.069 -0.081 -0.201 0.021 0.069 -0.018 -0.008 -0.496
170310 0.046 -0.075 0.025 -0.049 -0.067 0.082 0.089 -0.085 0.036 -0.012 0.060 0.050
170311 0.138 -0.013 0.023 -0.038 -0.119 0.171 0.157 -0.111 -0.045 -0.013 0.222 0.371
170312 0.152 0.073 0.036 0.041 -0.140 0.181 0.150 -0.065 -0.099 -0.021 0.274 0.582
170401 0.149 0.124 -0.011 0.027 -0.100 0.211 0.135 -0.045 -0.137 -0.035 0.299 0.615
170402 0.133 0.118 -0.077 0.044 -0.054 0.046 0.118 -0.049 -0.146 -0.012 0.255 0.378
170403 0.136 0.097 -0.045 0.066 0.044 0.015 0.130 -0.065 -0.119 -0.029 0.237 0.466
170404 0.122 0.009 -0.003 0.095 0.120 -0.017 0.146 -0.060 -0.050 -0.045 0.013 0.331
